Address,Parcel Number
"425 WADE ST, CINCINNATI, OH 45214",134-0001-0255-00
"411 WADE ST, CINCINNATI, OH 45214",134-0001-0261-00
"409 WADE ST, CINCINNATI, OH 45214",134-0001-0262-00
"1541 CENTRAL AVE, CINCINNATI, OH 45214",134-0001-0263-00
"1524 John Street, Cincinnati, OH 45214",134-0001-0265-00
"434 DAVID ST, CINCINNATI, OH 45214",134-0001-0267-00
"432 DAVID ST, CINCINNATI, OH 45214",134-0001-0268-00
"428 DAVID ST, CINCINNATI, OH 45214",134-0001-0269-00
"426 DAVID ST, CINCINNATI, OH 45214",134-0001-0270-00
"422 DAVID ST, CINCINNATI, OH 45214",134-0001-0271-00
"424 DAVID ST, CINCINNATI, OH 45214",134-0001-0318-00
"3558 HAVEN ST, CINCINNATI, OH 45220",216-0044-0078-00
"3768 VINE ST, CINCINNATI, OH 45217",216-0046-0001-00
"866 ROCKDALE AVE, CINCINNATI, OH 45229",107-0011-0035-00
"3071 MATHERS ST, CINCINNATI, OH 45206",060-0005-0025-00
"3057 MATHERS ST, CINCINNATI, OH 45206",060-0005-0020-00
"8 STABURN AVE, SPRINGFIELD TOWNSHIP, OH 45216",590-0071-0295-00
"1694 WAVERLY AVE, CINCINNATI, OH 45214",203-0030-0044-00
"645-647 W MCMICKEN AVE, CINCINNATI, OH 45214",097-0001-0030-00
"3334 SPOKANE AVE, CINCINNATI, OH 45207",054-0004-0061-00
"1610 DEWEY AVE, CINCINNATI, OH 45205",181-0001-0386-00
"3534 Haven, CIncinnati, Oh 45229",216-0044-0182-00
"3530 Haven, Cincinnati, Ohio 45229",216-0044-0181-00
"3609 GLENWAY AVE, CINCINNATI, OH 45205",174-0008-0025-00
"3609 LACLEDE AVE, CINCINNATI, OH 45205",174-0008-0188-00
"935 FINDLAY ST, CINCINNATI, OH 45214",184-0002-0030-00
"933 FINDLAY ST, CINCINNATI, OH 45214",184-0002-0031-00
"931 FINDLAY ST, CINCINNATI, OH 45214",184-0002-0032-00
"927 FINDLAY ST, CINCINNATI, OH 45214",184-0002-0034-00
"930 FINDLAY ST, CINCINNATI, OH 45214",184-0003-0143-00
"1413 RYLAND AVE, CINCINNATI, OH 45237",117-0006-0052-00
"1341 BEACON RD, ANDERSON TOWNSHIP, OH 45230",500-0340-0051-00
"1339 Beacon, Cincinnati, OH 45230",500-0340-0370-00
"1215 MANSS AVE, CINCINNATI, OH 45205",174-0005-0029-00
"1203 Ryland, Cincinnati, OH 45237",131-0006-0297-00
"1203 Ryland Ave., Cincinnati, OH 45237",131-0006-0298-00
"10085 WAYNE AVE, WOODLAWN, OH 45215",598-0020-0206-00
"1341 Beacon, ,  ",500-0340-0005-00
"3491 Wilson Avenue, Cincinnati, OH 45229",113-0005-0183-00
"6268 SIMPSON AVE, SPRINGFIELD TOWNSHIP, OH 45224",590-0350-0468-00
"6147 PLYMOUTH AVE, CINCINNATI, OH 45230",001-0002-0046-00
"2367 IROLL AVE, CINCINNATI, OH 45225",224-0003-0026-00
"877 JACKSON ST, LINCOLN HEIGHTS, OH 45215",594-0020-0002-00
"2030 HARKNESS ST, CINCINNATI, OH 45225",206-0001-0128-00
"RIESENBERG AVE, READING, OH 45215",671-0001-0104-00
"700 VAN ROBERTS PL, WYOMING, OH 45215",592-0006-0150-00
"6042 MONTGOMERY RD, CINCINNATI, OH 45213",122-0004-0045-00
"954 E. McMillan Street, Cincinnati, OH ",067-0003-0007-02
"2444 HARRISON AVE, CINCINNATI, OH 45211",207-0054-0014-00
"827-829 CLEVELAND AVE, CINCINNATI, OH 45229",107-0010-0094-00
"627 BURNS ST, CINCINNATI, OH 45204",149-0011-0268-00
"6139 PLYMOUTH AVE, CINCINNATI, OH 45230",001-0002-0162-00
"6536 RIVER RD, CINCINNATI, OH 45233",165-0003-0045-00
"2226 WHEELER ST, CINCINNATI, OH 45219",095-0001-0049-00
"1638 FIRST AVE, CINCINNATI, OH 45205",181-0001-0389-00
"Elm Street, Cincinnati, OH 45202",145-0001-0451-00
"2250 SEYMOUR AVE, unit NEW, CINCINNATI, OH 45212",120-0004-0128-00
"2100 SECTION RD, AMBERLEY VILLAGE, OH 45237",526-0080-0113-00
"East Clifton Avenue, Cincinnati, OHIO 45202",094-0005-0403-00
"1515 CENTRAL PKWY, unit NEW, CINCINNATI, OH 45214",081-0005-0001-00
"3029 WOODBURN AVE, CINCINNATI, OH 45206",055-0002-0035-00
"3056 WOODBURN AVE, CINCINNATI, OH 45206",055-0004-0004-00
"2075 HARKNESS ST, CINCINNATI, OH 45225",206-0001-0098-00
"2009 HIGHLAND AVE, CINCINNATI, OH 45219",087-0006-0016-00
"BALTIMORE AVE, CINCINNATI, OH 45211",210-0075-0095-00
"3042 HARRISON AVE, CINCINNATI, OH 45211",210-0075-0097-00
"3040 HARRISON AVE, CINCINNATI, OH 45211",210-0075-0103-00
"2911 RUEHLMANN PL, CINCINNATI, OH 45211",210-0075-0114-00
"3042 Harrison Avenue, Cincinnati, OH - Ohio 45211",210-0075-0126-00
"Baltimore Ave., Cincinnati, OH 45211",210-0075-0089-00
"5846 HAMILTON AVE, CINCINNATI, OH 45224",233-0004-0139-00
"1538 CEDAR AVE, CINCINNATI, OH 45224",233-0004-0018-00
"5904 HAMILTON AVE, CINCINNATI, OH 45224",233-0004-0016-00
"5910 HAMILTON AVE, CINCINNATI, OH 45224",233-0004-0015-00
"5920 HAMILTON AVE, CINCINNATI, OH 45224",233-0004-0014-00
"5920 HAMILTON AV, Cincinnati, OH 45224",233-0004-0120-00
"5920 HAMILTON, Cincinnati, OH 45224",233-0004-0132-00
"1535 CEDAR AVE, CINCINNATI, OH 45224",233-0004-0064-00
"3325 GRAYDON AVE, CINCINNATI, OH 45207",054-0004-0074-00
"2503 SPRING GROVE AVE, CINCINNATI, OH 45225",187-0010-0018-00
"2646 BEEKMAN ST, CINCINNATI, OH 45225",202-0033-0068-00
"2652 BEEKMAN ST, CINCINNATI, OH 45225",202-0033-0217-00
"3641 Evanston Ave, CincinnatI, OH 45207",057-0003-0126-00
"Reading Rd, Evendale, OH 45241",611-0020-0430-00
"EDEN AVE, Cincinnati, OH 45229",216-0044-0184-00
"Dana Ave, Cincinnati, OH 45207",057-0003-0125-00
"1401 FRANKLIN AVE, CINCINNATI, OH 45237",131-0006-0235-00
"239 FOREST AVE, CINCINNATI, OH 45229",216-0044-0131-00
"6773 TARAWA DR, NORTH COLLEGE HILL, OH 45224",595-0004-0160-00
"3323 SPOKANE AVE, CINCINNATI, OH 45207",054-0004-0041-00
"1401 Franklin Avenue, Cincinnati, OH 45237",117-0005-0217-00
"9517 Amarillo Ct, Colerain Township, Oh 45231",510-0051-0278-00
"868 Jackson, Lincoln Heights, OH 45215",594-0050-0348-00
"864 Jackson, Lincoln Heights, OH 45215",594-0050-0349-00
"1220 QUEBEC RD, CINCINNATI, OH 45205",174-0005-0169-00
"6105 HAMILTON AVE, CINCINNATI, OH 45224",233-0001-0111-00
"1236 REGENT AVE,, CINCINNATI, OH 45237",131-0006-0301-00
"1799 PULTE ST, CINCINNATI, OH 45225",201-0039-0147-00
"1789 PULTE ST, CINCINNATI, OH 45225",201-0039-0151-00
"1781 PULTE ST, CINCINNATI, OH 45225",201-0039-0155-00
"1819 DENHAM ST, CINCINNATI, OH 45225",201-0039-0247-00
"2540 LIDDELL ST, CINCINNATI, OH 45225",202-0032-0042-00
"2550 BEEKMAN ST, CINCINNATI, OH 45225",202-0033-0043-00
"1713-1715 SUTTER AVE, CINCINNATI, OH 45225",202-0040-0020-00
"1713 SUTTER AVE, CINCINNATI, OH 45225",202-0040-0021-00
"1913 BIEGLER ST, CINCINNATI, OH 45214",203-0025-0183-00
"19111/2 BIEGLER ST, CINCINNATI, OH 45214",203-0025-0184-00
"1911 Biegler St, Cincinnati, OH 45225",203-0025-0185-00
"1920 MONTROSE ST, CINCINNATI, OH 45214",203-0026-0036-00
"1715 MONTROSE ST, CINCINNATI, OH 45214",203-0029-0129-00
"2540-42 ST LEO PL, CINCINNATI, OH 45225",206-0005-0089-00
"2524 ST LEO PL, CINCINNATI, OH 45225",206-0005-0096-00
"2551 NORTON ST, CINCINNATI, OH 45225",206-0005-0122-00
"2440 BLOOM ST, CINCINNATI, OH 45214",202-0032-0101-00
"Elmore St, Cincinnati, OH 45223",194-0011-0339-00
"3817 Spring Grove Ave, unit NEW, Cincinnati, OH 45233",194-0011-0340-00
"3251 BERESFORD AVE, CINCINNATI, OH 45206",060-0005-0068-00
"1216 MANSS AVE, unit NEW, CINCINNATI, OH 45205",174-0005-0295-00
"Bigelow St., Cincinnati, OH 45219",087-0004-0267-00
"923 Curtis St, unit new, Cincinnati, OH 45206",067-0001-0191-00
